
2024-12-10 01:33:37,python3 monte_carlo_pi.py 10000000,45.70,0.0006
2024-12-10 01:36:05,./monte_carlo_pi 10000000,2.39,0.0000
2024-12-10 01:54:38,./monte_carlo_pi 100000000,23.82,0.0003
2024-12-10 02:06:06,python3 monte_carlo_pi.py 100000000,452.46,0.0063
